hint_1|Você pode ordenar que seus soldados se movam até um local apertando e segurando a tecla F1.
hint_2|Cavalos e homens movem-se mais lentamente em condições chuvosas.
hint_3|Você pode esperar no mapa do mundo apertando e segurando a barra de espaço.
hint_4|Você pode recrutar novos homens para sua tropa em tavernas.
hint_5|Você pode dar ordens para sua tropa durante a batalha.
hint_6|Uma tropa com grande moral se move mais rapidamente no mapa.
hint_7|Membros da tropa que estão feridos irão se recuperar mais rapidamente se descansarem em tavernas.
hint_8|Para comprar e vender itens mais rapidamente, aperte e segure o botão Crtl e clique no item.
hint_9|Você pode apertar o botão Backspace durante a batalha para trazer a interface de comandos.
hint_10|Você vai pagar metade do soldo de suas tropas se estiver em uma cidade ou castelo. Do mesmo modo, você pagará metade do soldo para tropas suas em guarnições de castelos.
hint_11|Você pode sair de qualquer lugar instantaneamente apertando o botão tab.
hint_12|Você pode apertar e segurar o botão shift para dar um zoom enquanto mira inimigos distantes.
